Année,Code IRIS,Nom IRIS,Numéro de voie,Indice de répétition,Type de voie,Libellé de voie,Code INSEE de la commune,Nom de la commune,Segment de client,Nombre de logements,Consommation annuelle totale de l'adresse (MWh),Consommation annuelle moyenne par logement de l'adresse (MWh),Consommation annuelle moyenne de la commune (MWh),Adresse,Tri des adresses
2021,751166215,Muette 15,16,,RUE,DE PASSY,75056,Paris,RESIDENTIEL,18,42.24,2.347,3.013,16 RUE DE PASSY,258629
2021,751166215,Muette 15,12,,RUE,DE PASSY,75056,Paris,RESIDENTIEL,15,60.381,4.025,3.013,12 RUE DE PASSY,258633
2021,751135012,Gare 12,77,,RUE,DE PATAY,75056,Paris,RESIDENTIEL,34,69.415,2.042,3.013,77 RUE DE PATAY,258645
2021,751135014,Gare 14,68,,RUE,DE PATAY,75056,Paris,RESIDENTIEL,11,53.368,4.852,3.013,68 RUE DE PATAY,258650
2021,751135014,Gare 14,64,,RUE,DE PATAY,75056,Paris,RESIDENTIEL,14,48.138,3.438,3.013,64 RUE DE PATAY,258652
2021,751135012,Gare 12,3,,RUE,DE PATAY,75056,Paris,RESIDENTIEL,10,83.745,8.374,3.013,3 RUE DE PATAY,258663
2021,751135012,Gare 12,25,,RUE,DE PATAY,75056,Paris,RESIDENTIEL,12,34.7,2.892,3.013,25 RUE DE PATAY,258664
2021,751145624,Plaisance 24,1,,RUE,DE PERCEVAL,75056,Paris,RESIDENTIEL,15,74.678,4.979,3.013,1 RUE DE PERCEVAL,258691
2021,751197518,Amérique 18,3,,RUE,DE PERIGUEUX,75056,Paris,RESIDENTIEL,15,28.281,1.885,3.013,3 RUE DE PERIGUEUX,258694
2021,751114305,Roquette 5,12,,CITE,DE PHALSBOURG,75056,Paris,RESIDENTIEL,17,112.418,6.613,3.013,12 CITE DE PHALSBOURG,258707
2021,751176603,Plaine Monceau 3,8,,RUE,DE PHALSBOURG,75056,Paris,RESIDENTIEL,17,68.787,4.046,3.013,8 RUE DE PHALSBOURG,258709
2021,751176603,Plaine Monceau 3,4,,RUE,DE PHALSBOURG,75056,Paris,RESIDENTIEL,16,60.887,3.805,3.013,4 RUE DE PHALSBOURG,258712
2021,751031004,Enfants Rouges 4,13,,RUE,DE PICARDIE,75056,Paris,RESIDENTIEL,10,30.135,3.014,3.013,13 RUE DE PICARDIE,258729
2021,751124624,Picpus 24,71,,BOULEVARD,DE PICPUS,75056,Paris,RESIDENTIEL,14,37.096,2.65,3.013,71 BOULEVARD DE PICPUS,258745
2021,751124514,Bel-Air 14,70,,BOULEVARD,DE PICPUS,75056,Paris,RESIDENTIEL,24,102.67,4.278,3.013,70 BOULEVARD DE PICPUS,258746
2021,751124507,Bel-Air 7,42,,BOULEVARD,DE PICPUS,75056,Paris,RESIDENTIEL,15,50.783,3.386,3.013,42 BOULEVARD DE PICPUS,258763
2021,751124505,Bel-Air 5,40,,BOULEVARD,DE PICPUS,75056,Paris,RESIDENTIEL,36,60.398,1.678,3.013,40 BOULEVARD DE PICPUS,258764
2021,751124614,Picpus 14,90,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,20,19.993,1.0,3.013,90 RUE DE PICPUS,258794
2021,751124615,Picpus 15,59,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,17,27.991,1.647,3.013,59 RUE DE PICPUS,258809
2021,751124622,Picpus 22,4,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,11,34.765,3.16,3.013,4 RUE DE PICPUS,258812
2021,751124616,Picpus 16,36,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,478,724.663,1.516,3.013,36 RUE DE PICPUS,258813
2021,751124616,Picpus 16,32,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,18,123.077,6.838,3.013,32 RUE DE PICPUS,258815
2021,751124617,Picpus 17,16,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,26,60.149,2.313,3.013,16 RUE DE PICPUS,258823
2021,751124601,Picpus 1,132,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,17,106.767,6.28,3.013,132 RUE DE PICPUS,258834
2021,751124504,Bel-Air 4,103,,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,67,111.271,1.661,3.013,103 RUE DE PICPUS,258847
2021,751124614,Picpus 14,92,B,RUE,DE PICPUS,75056,Paris,RESIDENTIEL,20,32.346,1.617,3.013,92 B RUE DE PICPUS,258851
2021,751145614,Plaisance 14,3,,RUE,DE PLAISANCE,75056,Paris,RESIDENTIEL,11,28.831,2.621,3.013,3 RUE DE PLAISANCE,258868
2021,751145614,Plaisance 14,28,,RUE,DE PLAISANCE,75056,Paris,RESIDENTIEL,10,23.62,2.362,3.013,28 RUE DE PLAISANCE,258870
2021,751156004,Javel 4,3,,RUE,DE PLELO,75056,Paris,RESIDENTIEL,38,101.89,2.681,3.013,3 RUE DE PLELO,258879
2021,751051704,Saint-Victor 4,28,,RUE,DE POISSY,75056,Paris,RESIDENTIEL,14,53.018,3.787,3.013,28 RUE DE POISSY,258893
2021,751051704,Saint-Victor 4,15,,RUE,DE POISSY,75056,Paris,RESIDENTIEL,27,99.312,3.678,3.013,15 RUE DE POISSY,258895
2021,751031003,Enfants Rouges 3,40,,RUE,DE POITOU,75056,Paris,RESIDENTIEL,11,34.001,3.091,3.013,40 RUE DE POITOU,258902
2021,751031104,Les Archives 4,37,,RUE,DE POITOU,75056,Paris,RESIDENTIEL,11,32.334,2.939,3.013,37 RUE DE POITOU,258904
2021,751124701,Bercy 1,1,,RUE,DE POMMARD,75056,Paris,RESIDENTIEL,49,105.444,2.152,3.013,1 RUE DE POMMARD,258918
2021,751083004,Faubourg du Roule 4,70,,RUE,DE PONTHIEU,75056,Paris,RESIDENTIEL,12,39.663,3.305,3.013,70 RUE DE PONTHIEU,258929
2021,751083003,Faubourg du Roule 3,63,,RUE,DE PONTHIEU,75056,Paris,RESIDENTIEL,14,65.074,4.648,3.013,63 RUE DE PONTHIEU,258932
2021,751083004,Faubourg du Roule 4,60,,RUE,DE PONTHIEU,75056,Paris,RESIDENTIEL,28,53.799,1.921,3.013,60 RUE DE PONTHIEU,258935
2021,751051902,Val de Grâce 2,80,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,17,40.653,2.391,3.013,80 BOULEVARD DE PORT ROYAL,258978
2021,751051902,Val de Grâce 2,72,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,26,88.006,3.385,3.013,72 BOULEVARD DE PORT ROYAL,258979
2021,751051803,Jardin des Plantes 3,6,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,15,31.199,2.08,3.013,6 BOULEVARD DE PORT ROYAL,258986
2021,751051901,Val de Grâce 1,58,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,24,62.414,2.601,3.013,58 BOULEVARD DE PORT ROYAL,258987
2021,751135206,Croulebarbe 6,55,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,20,42.838,2.142,3.013,55 BOULEVARD DE PORT ROYAL,258989
2021,751051901,Val de Grâce 1,42,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,11,41.888,3.808,3.013,42 BOULEVARD DE PORT ROYAL,258996
2021,751135207,Croulebarbe 7,35,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,28,52.414,1.872,3.013,35 BOULEVARD DE PORT ROYAL,258999
2021,751135207,Croulebarbe 7,29,,BOULEVARD,DE PORT ROYAL,75056,Paris,RESIDENTIEL,42,44.958,1.07,3.013,29 BOULEVARD DE PORT ROYAL,259002
2021,751135122,Maison Blanche 22,12,,RUE,DE POUY,75056,Paris,RESIDENTIEL,19,23.275,1.225,3.013,12 RUE DE POUY,259041
2021,751124807,Quinze-Vingts 7,8,,RUE,DE PRAGUE,75056,Paris,RESIDENTIEL,119,201.899,1.697,3.013,8 RUE DE PRAGUE,259044
2021,751155917,Grenelle 17,24,,RUE,DE PRESLES,75056,Paris,RESIDENTIEL,54,211.261,3.912,3.013,24 RUE DE PRESLES,259059
2021,751176608,Plaine Monceau 8,95,,RUE,DE PRONY,75056,Paris,RESIDENTIEL,24,63.184,2.633,3.013,95 RUE DE PRONY,259066
2021,751176608,Plaine Monceau 8,77,,RUE,DE PRONY,75056,Paris,RESIDENTIEL,25,107.745,4.31,3.013,77 RUE DE PRONY,259070
2021,751176608,Plaine Monceau 8,75,,RUE,DE PRONY,75056,Paris,RESIDENTIEL,29,36.878,1.272,3.013,75 RUE DE PRONY,259071
2021,751051808,Jardin des Plantes 8,5,,RUE,DE QUATREFAGES,75056,Paris,RESIDENTIEL,24,79.126,3.297,3.013,5 RUE DE QUATREFAGES,259113
2021,751051808,Jardin des Plantes 8,14,,RUE,DE QUATREFAGES,75056,Paris,RESIDENTIEL,40,108.758,2.719,3.013,14 RUE DE QUATREFAGES,259115
2021,751051808,Jardin des Plantes 8,12,,RUE,DE QUATREFAGES,75056,Paris,RESIDENTIEL,36,104.661,2.907,3.013,12 RUE DE QUATREFAGES,259116
2021,751051808,Jardin des Plantes 8,1,B,RUE,DE QUATREFAGES,75056,Paris,RESIDENTIEL,17,52.168,3.069,3.013,1 B RUE DE QUATREFAGES,259119
2021,751124802,Quinze-Vingts 2,7,,RUE,DE RAMBOUILLET,75056,Paris,RESIDENTIEL,13,47.711,3.67,3.013,7 RUE DE RAMBOUILLET,259129
2021,751124802,Quinze-Vingts 2,11,,RUE,DE RAMBOUILLET,75056,Paris,RESIDENTIEL,13,70.588,5.43,3.013,11 RUE DE RAMBOUILLET,259136
2021,751135019,Gare 19,9,,RUE,DE REIMS,75056,Paris,RESIDENTIEL,21,91.659,4.365,3.013,9 RUE DE REIMS,259139
2021,751166117,Auteuil 17,29,,RUE,DE REMUSAT,75056,Paris,RESIDENTIEL,52,87.351,1.68,3.013,29 RUE DE REMUSAT,259151
2021,751166128,Auteuil 28,10,,RUE,DE REMUSAT,75056,Paris,RESIDENTIEL,30,84.066,2.802,3.013,10 RUE DE REMUSAT,259160
2021,751062310,Notre-Dame des Champs 10,94,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,20,51.709,2.585,3.013,94 RUE DE RENNES,259167
2021,751062311,Notre-Dame des Champs 11,89,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,13,33.05,2.542,3.013,89 RUE DE RENNES,259171
2021,751062311,Notre-Dame des Champs 11,59,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,11,71.602,6.509,3.013,59 RUE DE RENNES,259191
2021,751062311,Notre-Dame des Champs 11,57,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,14,88.266,6.305,3.013,57 RUE DE RENNES,259192
2021,751062305,Notre-Dame des Champs 5,169,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,26,66.229,2.547,3.013,169 RUE DE RENNES,259200
2021,751062306,Notre-Dame des Champs 6,152,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,21,46.229,2.201,3.013,152 RUE DE RENNES,259206
2021,751062306,Notre-Dame des Champs 6,150,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,20,85.478,4.274,3.013,150 RUE DE RENNES,259207
2021,751062305,Notre-Dame des Champs 5,149,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,38,196.896,5.181,3.013,149 RUE DE RENNES,259208
2021,751062306,Notre-Dame des Champs 6,146,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,32,124.321,3.885,3.013,146 RUE DE RENNES,259210
2021,751062307,Notre-Dame des Champs 7,134,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,25,73.879,2.955,3.013,134 RUE DE RENNES,259214
2021,751062311,Notre-Dame des Champs 11,109,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,10,30.707,3.071,3.013,109 RUE DE RENNES,259226
2021,751062310,Notre-Dame des Champs 10,104,,RUE,DE RENNES,75056,Paris,RESIDENTIEL,17,44.885,2.64,3.013,104 RUE DE RENNES,259229
2021,751124614,Picpus 14,59,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,14,32.009,2.286,3.013,59 BOULEVARD DE REUILLY,259253
2021,751124614,Picpus 14,53,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,21,119.393,5.685,3.013,53 BOULEVARD DE REUILLY,259258
2021,751124612,Picpus 12,49,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,10,31.335,3.133,3.013,49 BOULEVARD DE REUILLY,259259
2021,751124612,Picpus 12,45,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,21,59.738,2.845,3.013,45 BOULEVARD DE REUILLY,259261
2021,751124612,Picpus 12,37,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,43,40.39,0.939,3.013,37 BOULEVARD DE REUILLY,259268
2021,751124612,Picpus 12,3,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,25,82.822,3.313,3.013,3 BOULEVARD DE REUILLY,259276
2021,751124612,Picpus 12,29,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,20,101.472,5.074,3.013,29 BOULEVARD DE REUILLY,259277
2021,751124612,Picpus 12,27,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,33,95.761,2.902,3.013,27 BOULEVARD DE REUILLY,259278
2021,751124611,Picpus 11,24,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,78,84.475,1.083,3.013,24 BOULEVARD DE REUILLY,259280
2021,751124612,Picpus 12,1,,BOULEVARD,DE REUILLY,75056,Paris,RESIDENTIEL,25,66.874,2.675,3.013,1 BOULEVARD DE REUILLY,259295
2021,751124619,Picpus 19,64,,RUE,DE REUILLY,75056,Paris,RESIDENTIEL,15,45.037,3.002,3.013,64 RUE DE REUILLY,259311
2021,751124619,Picpus 19,60,,RUE,DE REUILLY,75056,Paris,RESIDENTIEL,20,75.948,3.797,3.013,60 RUE DE REUILLY,259313
2021,751124616,Picpus 16,115,,RUE,DE REUILLY,75056,Paris,RESIDENTIEL,266,617.96,2.323,3.013,115 RUE DE REUILLY,259335
2021,751124613,Picpus 13,114,,RUE,DE REUILLY,75056,Paris,RESIDENTIEL,11,27.569,2.506,3.013,114 RUE DE REUILLY,259336
2021,751020602,Vivienne 2,76,,RUE,DE RICHELIEU,75056,Paris,RESIDENTIEL,19,71.403,3.758,3.013,76 RUE DE RICHELIEU,259359
2021,751010301,Palais Royal 1,10,,RUE,DE RICHELIEU,75056,Paris,RESIDENTIEL,11,36.35,3.305,3.013,10 RUE DE RICHELIEU,259388
2021,751010301,Palais Royal 1,28,B,RUE,DE RICHELIEU,75056,Paris,RESIDENTIEL,11,52.016,4.729,3.013,28 B RUE DE RICHELIEU,259389
2021,751135026,Gare 26,19,,RUE,DE RICHEMONT,75056,Paris,RESIDENTIEL,23,24.964,1.085,3.013,19 RUE DE RICHEMONT,259391
2021,751041302,Saint-Merri 2,78,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,12,42.644,3.554,3.013,78 RUE DE RIVOLI,259411
2021,751010101,Saint-Germain l'Auxerrois 1,61,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,10,39.159,3.916,3.013,61 RUE DE RIVOLI,259415
2021,751041403,Saint-Gervais 3,26,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,27,61.377,2.273,3.013,26 RUE DE RIVOLI,259427
2021,751010401,Place Vendôme 1,240,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,16,85.628,5.352,3.013,240 RUE DE RIVOLI,259431
2021,751041401,Saint-Gervais 1,23,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,18,61.214,3.401,3.013,23 RUE DE RIVOLI,259433
2021,751010401,Place Vendôme 1,206,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,59,97.299,1.649,3.013,206 RUE DE RIVOLI,259442
2021,751010401,Place Vendôme 1,198,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,10,53.111,5.311,3.013,198 RUE DE RIVOLI,259445
2021,751010303,Palais Royal 3,186,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,39,90.691,2.325,3.013,186 RUE DE RIVOLI,259448
2021,751010303,Palais Royal 3,174,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,10,35.894,3.589,3.013,174 RUE DE RIVOLI,259451
2021,751010202,Les Halles 2,134,,RUE,DE RIVOLI,75056,Paris,RESIDENTIEL,15,77.134,5.142,3.013,134 RUE DE RIVOLI,259460
2021,751197501,Amérique 1,84,,RUE,DE ROMAINVILLE,75056,Paris,RESIDENTIEL,18,89.598,4.978,3.013,84 RUE DE ROMAINVILLE,259490
2021,751197501,Amérique 1,73,,RUE,DE ROMAINVILLE,75056,Paris,RESIDENTIEL,11,14.744,1.34,3.013,73 RUE DE ROMAINVILLE,259495
2021,751197503,Amérique 3,21,,RUE,DE ROMAINVILLE,75056,Paris,RESIDENTIEL,13,69.649,5.358,3.013,21 RUE DE ROMAINVILLE,259513
2021,751197502,Amérique 2,14,,RUE,DE ROMAINVILLE,75056,Paris,RESIDENTIEL,49,103.784,2.118,3.013,14 RUE DE ROMAINVILLE,259519
2021,751197502,Amérique 2,16,B,RUE,DE ROMAINVILLE,75056,Paris,RESIDENTIEL,20,81.301,4.065,3.013,16 B RUE DE ROMAINVILLE,259529
2021,751176708,Batignolles 8,97,,RUE,DE ROME,75056,Paris,RESIDENTIEL,69,112.134,1.625,3.013,97 RUE DE ROME,259532
2021,751176707,Batignolles 7,81,,RUE,DE ROME,75056,Paris,RESIDENTIEL,13,40.275,3.098,3.013,81 RUE DE ROME,259540
2021,751083201,Europe 1,29,,RUE,DE ROME,75056,Paris,RESIDENTIEL,27,53.295,1.974,3.013,29 RUE DE ROME,259571
2021,751176711,Batignolles 11,157,,RUE,DE ROME,75056,Paris,RESIDENTIEL,30,33.827,1.128,3.013,157 RUE DE ROME,259576
2021,751176708,Batignolles 8,111,,RUE,DE ROME,75056,Paris,RESIDENTIEL,13,47.189,3.63,3.013,111 RUE DE ROME,259594
2021,751197305,Villette 5,7,,RUE,DE ROUEN,75056,Paris,RESIDENTIEL,12,83.417,6.951,3.013,7 RUE DE ROUEN,259598
2021,751135110,Maison Blanche 10,7,,PLACE,DE RUNGIS,75056,Paris,RESIDENTIEL,63,94.769,1.504,3.013,7 PLACE DE RUNGIS,259605
2021,751124512,Bel-Air 12,95,,AVENUE,DE SAINT MANDE,75056,Paris,RESIDENTIEL,14,39.295,2.807,3.013,95 AVENUE DE SAINT MANDE,259621
2021,751124512,Bel-Air 12,79,,AVENUE,DE SAINT MANDE,75056,Paris,RESIDENTIEL,14,13.346,0.953,3.013,79 AVENUE DE SAINT MANDE,259630
2021,751124615,Picpus 15,44,,AVENUE,DE SAINT MANDE,75056,Paris,RESIDENTIEL,18,132.671,7.371,3.013,44 AVENUE DE SAINT MANDE,259647
2021,751124615,Picpus 15,40,,AVENUE,DE SAINT MANDE,75056,Paris,RESIDENTIEL,34,51.855,1.525,3.013,40 AVENUE DE SAINT MANDE,259650
2021,751124508,Bel-Air 8,104,,AVENUE,DE SAINT MANDE,75056,Paris,RESIDENTIEL,15,47.525,3.168,3.013,104 AVENUE DE SAINT MANDE,259669
2021,751124623,Picpus 23,7,T,AVENUE,DE SAINT MANDE,75056,Paris,RESIDENTIEL,19,56.948,2.997,3.013,7 T AVENUE DE SAINT MANDE,259682
2021,751124508,Bel-Air 8,102,T,AVENUE,DE SAINT MANDE,75056,Paris,RESIDENTIEL,14,32.479,2.32,3.013,102 T AVENUE DE SAINT MANDE,259685
2021,751124624,Picpus 24,8,,VILLA,DE SAINT MANDE,75056,Paris,RESIDENTIEL,11,14.48,1.316,3.013,8 VILLA DE SAINT MANDE,259688
2021,751186923,Grandes Carrières 23,90,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,30,108.913,3.63,3.013,90 AVENUE DE SAINT OUEN,259709
2021,751186905,Grandes Carrières 5,8,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,26,120.673,4.641,3.013,8 AVENUE DE SAINT OUEN,259715
2021,751186906,Grandes Carrières 6,54,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,21,73.34,3.492,3.013,54 AVENUE DE SAINT OUEN,259730
2021,751176801,Épinettes 1,5,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,13,52.994,4.076,3.013,5 AVENUE DE SAINT OUEN,259732
2021,751176801,Épinettes 1,29,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,18,59.86,3.326,3.013,29 AVENUE DE SAINT OUEN,259746
2021,751186905,Grandes Carrières 5,24,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,11,11.371,1.034,3.013,24 AVENUE DE SAINT OUEN,259749
2021,751186924,Grandes Carrières 24,136,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,25,75.829,3.033,3.013,136 AVENUE DE SAINT OUEN,259766
2021,751176809,Épinettes 9,111,,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,11,43.178,3.925,3.013,111 AVENUE DE SAINT OUEN,259774
2021,751176801,Épinettes 1,39,B,AVENUE,DE SAINT OUEN,75056,Paris,RESIDENTIEL,14,31.355,2.24,3.013,39 B AVENUE DE SAINT OUEN,259784
2021,751083207,Europe 7,17,,RUE,DE SAINT PETERSBOURG,75056,Paris,RESIDENTIEL,10,55.377,5.538,3.013,17 RUE DE SAINT PETERSBOURG,259806
2021,751103703,Saint-Vincent de Paul 3,8,,RUE,DE SAINT QUENTIN,75056,Paris,RESIDENTIEL,11,32.029,2.912,3.013,8 RUE DE SAINT QUENTIN,259811
2021,751176508,Ternes 8,15,,RUE,DE SAINT SENOCH,75056,Paris,RESIDENTIEL,19,52.483,2.762,3.013,15 RUE DE SAINT SENOCH,259828
2021,751176508,Ternes 8,14,,RUE,DE SAINT SENOCH,75056,Paris,RESIDENTIEL,28,58.194,2.078,3.013,14 RUE DE SAINT SENOCH,259829
2021,751072504,Saint-Thomas d'Aquin 4,10,,RUE,DE SAINT SIMON,75056,Paris,RESIDENTIEL,18,85.744,4.764,3.013,10 RUE DE SAINT SIMON,259838
2021,751031002,Enfants Rouges 2,62,,RUE,DE SAINTONGE,75056,Paris,RESIDENTIEL,33,98.472,2.984,3.013,62 RUE DE SAINTONGE,259842
2021,751031104,Les Archives 4,5,,RUE,DE SAINTONGE,75056,Paris,RESIDENTIEL,19,37.06,1.951,3.013,5 RUE DE SAINTONGE,259847
2021,751031004,Enfants Rouges 4,48,,RUE,DE SAINTONGE,75056,Paris,RESIDENTIEL,21,56.216,2.677,3.013,48 RUE DE SAINTONGE,259848
2021,751031004,Enfants Rouges 4,43,,RUE,DE SAINTONGE,75056,Paris,RESIDENTIEL,40,125.083,3.127,3.013,43 RUE DE SAINTONGE,259852
2021,751104006,Hôpital Saint-Louis 6,4,,RUE,DE SAMBRE ET MEUSE,75056,Paris,RESIDENTIEL,27,134.861,4.995,3.013,4 RUE DE SAMBRE ET MEUSE,259876
2021,751104005,Hôpital Saint-Louis 5,33,,RUE,DE SAMBRE ET MEUSE,75056,Paris,RESIDENTIEL,36,139.917,3.887,3.013,33 RUE DE SAMBRE ET MEUSE,259880
2021,751104005,Hôpital Saint-Louis 5,29,,RUE,DE SAMBRE ET MEUSE,75056,Paris,RESIDENTIEL,15,36.731,2.449,3.013,29 RUE DE SAMBRE ET MEUSE,259884
2021,751176715,Batignolles 15,98,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,23,13.68,0.595,3.013,98 RUE DE SAUSSURE,259896
2021,751176710,Batignolles 10,85,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,13,28.863,2.22,3.013,85 RUE DE SAUSSURE,259899
2021,751176711,Batignolles 11,72,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,20,73.449,3.672,3.013,72 RUE DE SAUSSURE,259906
2021,751176710,Batignolles 10,69,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,16,40.855,2.553,3.013,69 RUE DE SAUSSURE,259909
2021,751176711,Batignolles 11,66,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,13,50.97,3.921,3.013,66 RUE DE SAUSSURE,259911
2021,751176711,Batignolles 11,64,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,34,116.668,3.431,3.013,64 RUE DE SAUSSURE,259912
2021,751176711,Batignolles 11,62,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,38,137.131,3.609,3.013,62 RUE DE SAUSSURE,259913
2021,751176711,Batignolles 11,60,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,14,16.938,1.21,3.013,60 RUE DE SAUSSURE,259915
2021,751176710,Batignolles 10,51,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,13,45.223,3.479,3.013,51 RUE DE SAUSSURE,259921
2021,751176708,Batignolles 8,24,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,27,87.857,3.254,3.013,24 RUE DE SAUSSURE,259938
2021,751176709,Batignolles 9,19,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,16,45.032,2.815,3.013,19 RUE DE SAUSSURE,259944
2021,751176714,Batignolles 14,162,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,46,98.001,2.13,3.013,162 RUE DE SAUSSURE,259947
2021,751176714,Batignolles 14,140,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,44,91.185,2.072,3.013,140 RUE DE SAUSSURE,259961
2021,751176714,Batignolles 14,134,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,167,368.044,2.204,3.013,134 RUE DE SAUSSURE,259964
2021,751176716,Batignolles 16,131,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,12,110.429,9.202,3.013,131 RUE DE SAUSSURE,259966
2021,751176714,Batignolles 14,124,,RUE,DE SAUSSURE,75056,Paris,RESIDENTIEL,24,46.247,1.927,3.013,124 RUE DE SAUSSURE,259970
2021,920630702,Plateau 2,8,,RUE,RACINE,92063,Rueil-Malmaison,RESIDENTIEL,26,153.87,5.918,4.192,8 RUE RACINE,320011
2021,920630702,Plateau 2,3,,RUE,RACINE,92063,Rueil-Malmaison,RESIDENTIEL,30,179.727,5.991,4.192,3 RUE RACINE,320013
2021,920630103,Plaine-Gare 3,17,,RUE,RAYMOND QUENEAU,92063,Rueil-Malmaison,RESIDENTIEL,11,25.486,2.317,4.192,17 RUE RAYMOND QUENEAU,320027
2021,920630701,Plateau 1,13,,BOULEVARD,RICHELIEU,92063,Rueil-Malmaison,RESIDENTIEL,39,130.724,3.352,4.192,13 BOULEVARD RICHELIEU,320036
2021,920630701,Plateau 1,15,A,BOULEVARD,RICHELIEU,92063,Rueil-Malmaison,RESIDENTIEL,38,125.917,3.314,4.192,15 A BOULEVARD RICHELIEU,320039
2021,920630302,Closeaux 2,9,,SQUARE,RONSARD,92063,Rueil-Malmaison,RESIDENTIEL,21,71.363,3.398,4.192,9 SQUARE RONSARD,320054
2021,920630302,Closeaux 2,7,,SQUARE,RONSARD,92063,Rueil-Malmaison,RESIDENTIEL,20,148.955,7.448,4.192,7 SQUARE RONSARD,320056
2021,920630702,Plateau 2,35,,SQUARE,SAINT EXUPERY,92063,Rueil-Malmaison,RESIDENTIEL,19,49.879,2.625,4.192,35 SQUARE SAINT EXUPERY,320070
2021,920630106,Plaine-Gare 6,52,,RUE,SOPHIE RODRIGUES,92063,Rueil-Malmaison,RESIDENTIEL,14,117.388,8.385,4.192,52 RUE SOPHIE RODRIGUES,320083
2021,920630702,Plateau 2,4,,RUE,THIERS,92063,Rueil-Malmaison,RESIDENTIEL,29,67.251,2.319,4.192,4 RUE THIERS,320088
